case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000404,EVT-000025,海关查验延误-武汉-025,关键订单空运+备用供应商补货,12,4.21,314851.48,152758.74,0.9503,4,1,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-04T08:00:00+08:00
CASE-000405,EVT-000045,质量召回-天津-045,库存重分配+客户分级沟通,48,63.88,116856.13,153962.09,0.6945,17,1,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-24T08:00:00+08:00
CASE-000406,EVT-000150,需求突增-苏州-150,铁路替代+延期交付,12,9.5,825100.33,475615.89,1.0,9,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-29T08:00:00+08:00
CASE-000407,EVT-000023,海关查验延误-武汉-023,双供应商分单+安全库存锁定,48,69.84,533761.32,415417.69,0.6723,14,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-24T08:00:00+08:00
CASE-000408,EVT-000187,质量召回-上海-187,双供应商分单+安全库存锁定,24,23.86,200096.03,142218.83,0.8247,23,1,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-24T08:00:00+08:00
CASE-000409,EVT-000034,区域限电-东莞-034,接受短期停线+控制现金成本,12,12.27,500274.31,610311.89,0.7449,14,0,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-21T08:00:00+08:00
CASE-000410,EVT-000204,海关查验延误-上海-204,双供应商分单+安全库存锁定,6,7.47,250002.44,279199.31,0.53,32,3,17,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-23T08:00:00+08:00
CASE-000411,EVT-000012,台风天气-青岛-012,双供应商分单+安全库存锁定,36,32.87,851476.72,779773.43,1.0,20,1,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-19T08:00:00+08:00
CASE-000412,EVT-000183,台风天气-成都-183,关键订单空运+备用供应商补货,36,41.86,231985.9,230636.44,0.7086,2,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-02T08:00:00+08:00
CASE-000413,EVT-000182,需求突增-天津-182,接受短期停线+控制现金成本,48,24.83,772018.52,581019.78,0.8694,0,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-08T08:00:00+08:00
CASE-000414,EVT-000020,供应商停产-上海-020,紧急采购+生产计划调整,36,47.88,125160.61,162854.14,0.5349,39,2,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-18T08:00:00+08:00
CASE-000415,EVT-000063,供应商停产-天津-063,接受短期停线+控制现金成本,48,31.84,321798.79,195911.64,0.9441,15,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-19T08:00:00+08:00
CASE-000416,EVT-000228,运输节点中断-东莞-228,库存重分配+客户分级沟通,12,11.27,683527.65,758762.12,0.9291,11,2,14,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-20T08:00:00+08:00
CASE-000417,EVT-000021,运输节点中断-上海-021,铁路替代+延期交付,72,52.65,696053.2,572037.46,0.8166,18,2,13,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-30T08:00:00+08:00
CASE-000418,EVT-000234,质量召回-东莞-234,接受短期停线+控制现金成本,6,2.99,308454.69,259734.0,0.8914,6,2,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-13T08:00:00+08:00
CASE-000419,EVT-000043,运输节点中断-天津-043,关键订单空运+备用供应商补货,48,72.53,510525.27,758391.25,0.6454,45,3,14,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-03T08:00:00+08:00
CASE-000420,EVT-000169,需求突增-东莞-169,库存重分配+客户分级沟通,24,10.86,804392.82,398084.82,1.0,0,1,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-27T08:00:00+08:00
CASE-000421,EVT-000189,需求突增-武汉-189,接受短期停线+控制现金成本,24,21.46,291253.8,332121.14,0.657,12,1,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-25T08:00:00+08:00
CASE-000422,EVT-000219,运输节点中断-成都-219,紧急采购+生产计划调整,12,5.16,185516.99,161707.12,0.9082,0,1,11,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-19T08:00:00+08:00
CASE-000423,EVT-000148,需求突增-武汉-148,铁路替代+延期交付,12,2.16,134110.06,101669.71,1.0,9,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-08T08:00:00+08:00
CASE-000424,EVT-000240,运输节点中断-宁波-240,紧急采购+生产计划调整,36,52.07,589507.63,592428.78,0.7098,20,2,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-18T08:00:00+08:00
CASE-000425,EVT-000181,质量召回-青岛-181,铁路替代+延期交付,36,48.89,271961.14,247723.71,0.8202,25,2,18,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-02T08:00:00+08:00
CASE-000426,EVT-000185,需求突增-东莞-185,双供应商分单+安全库存锁定,72,90.77,717916.32,870491.26,0.7581,26,2,10,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-06T08:00:00+08:00
CASE-000427,EVT-000103,区域限电-苏州-103,紧急采购+生产计划调整,48,28.31,210201.11,139600.18,0.7881,6,3,15,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-23T08:00:00+08:00
CASE-000428,EVT-000130,海关查验延误-成都-130,双供应商分单+安全库存锁定,6,1.08,711281.32,576772.54,0.9032,3,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-03T08:00:00+08:00
CASE-000429,EVT-000135,供应商停产-青岛-135,接受短期停线+控制现金成本,6,6.87,872352.41,923155.11,0.7739,8,2,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-28T08:00:00+08:00
CASE-000430,EVT-000204,海关查验延误-上海-204,关键订单空运+备用供应商补货,24,37.03,420690.84,480887.53,0.5775,23,3,11,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-10T08:00:00+08:00
CASE-000431,EVT-000230,运输节点中断-成都-230,库存重分配+客户分级沟通,48,44.02,283102.33,320878.71,0.8172,7,4,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-26T08:00:00+08:00
CASE-000432,EVT-000100,供应商停产-东莞-100,铁路替代+延期交付,24,22.76,255085.22,271302.71,0.7977,22,2,13,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-25T08:00:00+08:00
CASE-000433,EVT-000159,区域限电-合肥-159,紧急采购+生产计划调整,12,8.43,362823.12,224493.65,0.7053,5,2,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-08T08:00:00+08:00
CASE-000434,EVT-000101,台风天气-成都-101,库存重分配+客户分级沟通,24,17.1,136075.32,109628.51,1.0,10,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-06T08:00:00+08:00
CASE-000435,EVT-000164,需求突增-天津-164,铁路替代+延期交付,24,11.95,186927.31,165338.07,0.9214,13,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-04T08:00:00+08:00
CASE-000436,EVT-000007,需求突增-成都-007,接受短期停线+控制现金成本,48,40.79,682410.55,978576.18,0.9872,0,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-04T08:00:00+08:00
CASE-000437,EVT-000149,海关查验延误-上海-149,铁路替代+延期交付,48,29.83,528245.18,402170.1,0.9871,0,1,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-04T08:00:00+08:00
CASE-000438,EVT-000144,区域限电-成都-144,关键订单空运+备用供应商补货,72,66.64,639012.38,290287.75,1.0,13,1,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-27T08:00:00+08:00
CASE-000439,EVT-000046,区域限电-东莞-046,库存重分配+客户分级沟通,6,5.95,512376.65,450723.66,0.7618,2,3,11,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-14T08:00:00+08:00
CASE-000440,EVT-000105,港口停运-天津-105,双供应商分单+安全库存锁定,24,30.53,36758.97,40252.94,0.9068,3,0,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-07T08:00:00+08:00
CASE-000441,EVT-000020,供应商停产-上海-020,紧急采购+生产计划调整,36,46.94,750158.61,685011.44,0.7409,41,2,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-20T08:00:00+08:00
CASE-000442,EVT-000100,供应商停产-东莞-100,紧急采购+生产计划调整,6,7.8,106757.46,159812.32,0.6326,39,4,14,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-13T08:00:00+08:00
CASE-000443,EVT-000184,海关查验延误-苏州-184,关键订单空运+备用供应商补货,72,70.39,321885.25,368264.31,0.709,28,2,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-30T08:00:00+08:00
CASE-000444,EVT-000155,海关查验延误-武汉-155,库存重分配+客户分级沟通,48,67.14,851638.49,999746.87,0.8357,0,2,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-15T08:00:00+08:00
CASE-000445,EVT-000152,海关查验延误-苏州-152,铁路替代+延期交付,12,6.78,846349.56,619896.76,0.9198,5,1,6,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-26T08:00:00+08:00
CASE-000446,EVT-000011,台风天气-杭州-011,库存重分配+客户分级沟通,6,6.75,510920.86,671676.02,0.6969,27,3,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-03T08:00:00+08:00
CASE-000447,EVT-000189,需求突增-武汉-189,铁路替代+延期交付,12,7.41,298955.97,360932.11,0.8714,11,3,7,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-02T08:00:00+08:00
CASE-000448,EVT-000023,海关查验延误-武汉-023,库存重分配+客户分级沟通,12,10.74,698832.43,881132.16,0.7889,19,2,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-13T08:00:00+08:00
CASE-000449,EVT-000152,海关查验延误-苏州-152,库存重分配+客户分级沟通,48,33.18,626542.05,868076.24,0.6503,7,2,9,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-18T08:00:00+08:00
CASE-000450,EVT-000184,海关查验延误-苏州-184,紧急采购+生产计划调整,36,52.58,407775.21,476066.49,0.52,24,3,15,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-05T08:00:00+08:00
CASE-000451,EVT-000124,区域限电-上海-124,双供应商分单+安全库存锁定,48,39.7,867880.71,1000598.94,0.7746,35,2,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-14T08:00:00+08:00
CASE-000452,EVT-000182,需求突增-天津-182,库存重分配+客户分级沟通,12,12.39,229131.49,232088.72,0.6561,2,2,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-14T08:00:00+08:00
CASE-000453,EVT-000210,台风天气-武汉-210,接受短期停线+控制现金成本,48,85.33,491464.61,973865.63,0.52,48,5,20,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-28T08:00:00+08:00
CASE-000454,EVT-000172,质量召回-天津-172,铁路替代+延期交付,36,36.39,871504.77,794950.05,0.776,17,4,15,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-05T08:00:00+08:00
CASE-000455,EVT-000015,运输节点中断-上海-015,紧急采购+生产计划调整,72,27.52,482725.85,296073.67,0.9371,2,2,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-12T08:00:00+08:00
CASE-000456,EVT-000011,台风天气-杭州-011,库存重分配+客户分级沟通,48,53.22,848456.2,1060393.87,0.6937,21,1,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-02T08:00:00+08:00
CASE-000457,EVT-000194,需求突增-宁波-194,库存重分配+客户分级沟通,72,111.83,442770.4,448225.75,0.7488,19,1,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-08T08:00:00+08:00
CASE-000458,EVT-000234,质量召回-东莞-234,库存重分配+客户分级沟通,48,52.34,21007.13,28813.62,0.6204,29,2,17,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-26T08:00:00+08:00
CASE-000459,EVT-000105,港口停运-天津-105,紧急采购+生产计划调整,12,8.37,540173.4,786721.66,0.8604,0,2,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-09T08:00:00+08:00
CASE-000460,EVT-000093,需求突增-青岛-093,紧急采购+生产计划调整,72,74.12,732235.32,1062557.95,0.6226,16,3,15,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-03T08:00:00+08:00
CASE-000461,EVT-000140,海关查验延误-上海-140,紧急采购+生产计划调整,24,30.81,591279.81,791485.71,0.6389,42,3,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-29T08:00:00+08:00
CASE-000462,EVT-000152,海关查验延误-苏州-152,双供应商分单+安全库存锁定,36,9.71,39565.45,33316.04,0.9253,8,2,5,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-30T08:00:00+08:00
CASE-000463,EVT-000004,供应商停产-东莞-004,库存重分配+客户分级沟通,72,58.21,415209.85,468615.16,0.9494,11,1,8,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-26T08:00:00+08:00
CASE-000464,EVT-000199,需求突增-上海-199,关键订单空运+备用供应商补货,12,8.84,158575.8,168308.63,0.7143,19,4,16,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-18T08:00:00+08:00
CASE-000465,EVT-000156,海关查验延误-东莞-156,接受短期停线+控制现金成本,72,108.07,131779.91,203460.22,0.52,31,3,16,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-19T08:00:00+08:00
CASE-000466,EVT-000090,港口停运-武汉-090,铁路替代+延期交付,12,13.29,216915.09,177134.18,0.8187,24,4,13,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-15T08:00:00+08:00
CASE-000467,EVT-000054,运输节点中断-成都-054,双供应商分单+安全库存锁定,6,5.97,848045.91,884461.59,0.8596,26,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-25T08:00:00+08:00
CASE-000468,EVT-000096,供应商停产-武汉-096,双供应商分单+安全库存锁定,6,11.74,189892.46,267523.2,0.5515,24,3,15,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000469,EVT-000047,区域限电-杭州-047,紧急采购+生产计划调整,72,73.1,357592.17,374074.06,0.8946,26,2,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000470,EVT-000004,供应商停产-东莞-004,接受短期停线+控制现金成本,12,13.96,800026.67,889071.24,0.8341,21,1,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-21T08:00:00+08:00
CASE-000471,EVT-000104,需求突增-成都-104,双供应商分单+安全库存锁定,12,14.22,776797.3,994830.96,0.7606,18,2,15,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-20T08:00:00+08:00
CASE-000472,EVT-000182,需求突增-天津-182,铁路替代+延期交付,72,75.11,594293.54,553935.69,0.7697,22,3,12,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-25T08:00:00+08:00
CASE-000473,EVT-000149,海关查验延误-上海-149,接受短期停线+控制现金成本,36,37.84,202032.73,199841.93,0.7421,26,3,10,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-02T08:00:00+08:00
CASE-000474,EVT-000017,需求突增-杭州-017,库存重分配+客户分级沟通,24,18.06,515569.14,487946.73,0.7487,15,3,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-06T08:00:00+08:00
CASE-000475,EVT-000026,区域限电-青岛-026,紧急采购+生产计划调整,72,67.77,388132.42,513517.15,0.5728,27,3,17,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-12T08:00:00+08:00
CASE-000476,EVT-000052,需求突增-上海-052,紧急采购+生产计划调整,48,56.47,506118.56,465154.92,0.9536,12,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-14T08:00:00+08:00
CASE-000477,EVT-000025,海关查验延误-武汉-025,双供应商分单+安全库存锁定,36,10.92,322829.58,234431.83,1.0,0,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-20T08:00:00+08:00
CASE-000478,EVT-000177,台风天气-上海-177,紧急采购+生产计划调整,36,25.79,244438.4,129583.99,0.9744,4,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-28T08:00:00+08:00
CASE-000479,EVT-000038,区域限电-杭州-038,双供应商分单+安全库存锁定,12,16.53,394901.69,364437.8,0.8199,21,3,12,partial_success,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-11T08:00:00+08:00
CASE-000480,EVT-000100,供应商停产-东莞-100,关键订单空运+备用供应商补货,72,76.91,290983.77,329412.05,0.7528,21,4,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-20T08:00:00+08:00
CASE-000481,EVT-000062,港口停运-青岛-062,双供应商分单+安全库存锁定,6,6.03,813854.99,858491.65,0.8015,0,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-28T08:00:00+08:00
CASE-000482,EVT-000156,海关查验延误-东莞-156,双供应商分单+安全库存锁定,24,28.15,524925.94,746000.62,0.6194,26,2,15,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-16T08:00:00+08:00
CASE-000483,EVT-000097,质量召回-上海-097,库存重分配+客户分级沟通,72,50.61,371210.51,341764.11,0.8079,0,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-19T08:00:00+08:00
CASE-000484,EVT-000163,区域限电-宁波-163,库存重分配+客户分级沟通,72,95.17,79139.91,70553.36,0.571,30,3,13,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-23T08:00:00+08:00
CASE-000485,EVT-000113,供应商停产-东莞-113,紧急采购+生产计划调整,36,6.48,390210.01,402030.38,0.9492,0,0,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-14T08:00:00+08:00
CASE-000486,EVT-000130,海关查验延误-成都-130,关键订单空运+备用供应商补货,24,36.32,397623.21,547934.02,0.637,37,2,15,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-31T08:00:00+08:00
CASE-000487,EVT-000045,质量召回-天津-045,双供应商分单+安全库存锁定,48,46.88,292851.71,275703.39,0.9735,4,1,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-27T08:00:00+08:00
CASE-000488,EVT-000222,质量召回-青岛-222,接受短期停线+控制现金成本,6,5.7,504953.44,470261.11,0.8088,2,1,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-05T08:00:00+08:00
CASE-000489,EVT-000154,运输节点中断-成都-154,铁路替代+延期交付,36,40.37,686262.54,829151.15,0.7587,3,1,4,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-05T08:00:00+08:00
CASE-000490,EVT-000053,港口停运-东莞-053,接受短期停线+控制现金成本,48,48.81,142600.24,160605.37,0.8978,25,1,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-01T08:00:00+08:00
CASE-000491,EVT-000046,区域限电-东莞-046,关键订单空运+备用供应商补货,24,13.44,408988.89,319300.2,0.7607,16,2,10,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-07T08:00:00+08:00
CASE-000492,EVT-000091,海关查验延误-杭州-091,接受短期停线+控制现金成本,36,30.11,561933.79,579290.63,0.6676,15,2,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-21T08:00:00+08:00
CASE-000493,EVT-000178,区域限电-武汉-178,关键订单空运+备用供应商补货,36,52.26,551914.51,850571.72,0.52,25,3,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-31T08:00:00+08:00
CASE-000494,EVT-000202,台风天气-武汉-202,铁路替代+延期交付,72,69.73,668096.93,782207.03,0.6879,25,3,18,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-13T08:00:00+08:00
CASE-000495,EVT-000183,台风天气-成都-183,双供应商分单+安全库存锁定,72,45.45,328592.72,288496.53,0.8731,4,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-02T08:00:00+08:00
CASE-000496,EVT-000083,港口停运-上海-083,双供应商分单+安全库存锁定,24,27.61,309469.32,289031.52,0.7338,3,2,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-22T08:00:00+08:00
CASE-000497,EVT-000046,区域限电-东莞-046,关键订单空运+备用供应商补货,36,30.28,555341.13,408579.35,0.8456,27,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-19T08:00:00+08:00
CASE-000498,EVT-000154,运输节点中断-成都-154,接受短期停线+控制现金成本,12,17.69,836751.12,1156334.05,0.7292,30,2,12,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-23T08:00:00+08:00
CASE-000499,EVT-000010,台风天气-武汉-010,关键订单空运+备用供应商补货,48,63.39,326427.26,400621.31,0.5481,11,1,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-18T08:00:00+08:00
CASE-000500,EVT-000048,区域限电-青岛-048,紧急采购+生产计划调整,12,10.04,161693.78,181021.94,0.8949,22,0,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-29T08:00:00+08:00
CASE-000501,EVT-000111,运输节点中断-杭州-111,紧急采购+生产计划调整,48,52.8,549120.67,724136.04,0.6553,31,3,14,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-12T08:00:00+08:00
CASE-000502,EVT-000079,海关查验延误-苏州-079,接受短期停线+控制现金成本,36,43.75,387868.04,321172.22,0.8692,9,2,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-26T08:00:00+08:00
CASE-000503,EVT-000149,海关查验延误-上海-149,接受短期停线+控制现金成本,48,20.68,833583.87,749796.02,0.9863,26,0,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-25T08:00:00+08:00
CASE-000504,EVT-000105,港口停运-天津-105,双供应商分单+安全库存锁定,24,24.74,206453.78,256293.13,0.9451,16,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-24T08:00:00+08:00
